Case,AvgMeanCurvature,ComputeArea,Volume,ShapeIndex,Curvedness,FractalDimension
1,0.04816144,10832.263,83700.63,0.36877105,0.035449866,2.12712897206
2,0.064303234,10844.298,81382.17,0.34197858,0.047296733,2.10337960149
3,0.045423124,10229.543,80864.95,0.41528177,0.030552598,2.11023340337
4,0.053935558,10245.249,76439.49,0.36930862,0.041238584,2.1013722799
5,0.050776873,10444.172,75697.52,0.34840795,0.04193964,2.10228278109
6,0.04851978,9418.567,73828.68,0.4189028,0.03346994,2.11179346636
7,0.048036028,9631.038,73832.5,0.38215283,0.03722218,2.10431583912
8,0.050757136,9815.837,73320.516,0.3412515,0.040488973,2.11897182246
9,0.048953794,9432.954,73321.87,0.38626024,0.0356051,2.11263592543
10,0.047354255,9511.761,71741.0,0.42795184,0.029564857,2.10660065561
11,0.05563311,10135.262,71063.29,0.3030389,0.044222277,2.11620690223
12,0.049892966,9429.017,69303.445,0.39055568,0.03173856,2.11945665737
13,0.050203856,9245.624,68445.1,0.3597629,0.040078044,2.1078085274
14,0.0570065,10017.737,68004.74,0.32787073,0.044197157,2.08658950245
15,0.06142589,7122.721,41429.875,0.27911878,0.05496404,2.13102029763
16,0.08891034,7630.9233,33800.832,0.38617733,0.062277842,2.26514854347
17,0.076805145,5784.9307,29307.244,0.28788638,0.07428522,2.14043168216
18,0.06468622,5485.356,25402.348,0.23124275,0.059615757,2.12610235866
19,0.11999374,1713.1569,5129.0107,0.23554319,0.17331801,2.13889994131
20,0.14389418,1528.3771,3340.8625,0.2653812,0.161816,2.14903529779
21,0.18763115,1352.1884,2817.0398,0.3030941,0.21375556,2.14279288486
22,0.18902217,1346.9226,2280.1719,0.30674985,0.17092626,2.13082337935
23,0.20836395,532.2582,931.81665,0.2299953,0.27490452,2.1570279588
24,0.23726642,541.424,738.8191,0.26247454,0.2582022,2.15493329586
