Case,AvgMeanCurvature,ComputeArea,Volume,ShapeIndex,Curvedness,FractalDimension
1,0.04285151,13008.429,104485.31,0.4461278,0.022147309,2.09631530772
2,0.053660385,12513.613,101828.0,0.41948882,0.038297452,2.09861287872
3,0.04277888,13444.637,101812.77,0.43793142,0.021898115,2.10561634172
4,0.046315834,14044.665,100618.234,0.39451328,0.027320076,2.10297651625
5,0.04729984,11580.847,100957.234,0.46832955,0.027478838,2.11530725133
6,0.043308336,12063.524,96347.43,0.47195938,0.022232214,2.09936951888
7,0.045831755,10488.252,87058.89,0.3884236,0.041414354,2.12025952717
8,0.050886553,10905.306,82210.38,0.40224877,0.03169338,2.11515249506
9,0.078836925,10460.467,78417.21,0.34079796,0.05158697,2.10636360106
10,0.053555418,10107.948,76261.914,0.33465642,0.043042805,2.10987808449
11,0.058815513,10012.173,70836.586,0.3565312,0.045871604,2.11190981198
12,0.052726194,8987.566,68827.86,0.3642706,0.041212417,2.12070980408
13,0.047384277,9247.129,68200.75,0.38433585,0.04081479,2.10078419632
14,0.05268489,9827.053,68264.52,0.4056096,0.033486612,2.10037645439
15,0.041313797,9829.239,49643.52,0.26927587,0.059348594,2.11956425363
16,0.06053485,7157.316,40314.97,0.36796483,0.04417507,2.12263815046
17,0.08287503,4465.3604,20394.281,0.2862266,0.10024603,2.14409485617
18,0.1419034,1198.9216,2648.014,0.21501774,0.18469542,2.14577684914
19,0.19554725,911.0542,1542.1997,0.26500636,0.25787294,2.15872091064
20,0.2947305,573.5678,616.5752,0.3096118,0.289256,2.15355786013
