Case,AvgMeanCurvature,ComputeArea,Volume,ShapeIndex,Curvedness,FractalDimension
1,0.08053818,5043.3013,22494.271,0.43754137,0.048538126,2.10123905441
2,0.07935771,5590.639,24496.633,0.43524915,0.03979444,2.09184155248
3,0.06900703,4485.498,15482.038,0.26034075,0.13171181,2.15838752929
4,0.11200163,1719.9843,4633.6987,0.35406628,0.0852926,2.10039951039
5,0.09065781,7506.3633,28222.67,0.37918997,0.04868752,2.08987043136
6,0.08043211,14346.542,48670.387,0.34334537,0.044786155,2.09030686721
7,0.079008706,8622.596,25854.428,0.28721395,0.0595586,2.09033495742
