Case,AvgMeanCurvature,ComputeArea,Volume,ShapeIndex,Curvedness,FractalDimension
1,0.04308744,12456.146,105198.67,0.44072476,0.024908211,2.10298979112
2,0.04577336,12886.179,104400.05,0.43192336,0.031486027,2.11204841215
3,0.042282786,13250.912,104500.72,0.41150722,0.024044236,2.10752504714
4,0.048816204,15288.597,102786.625,0.2882368,0.043032624,2.12703825585
5,0.045355093,12553.382,102286.84,0.36278808,0.031885475,2.11262477679
6,0.04565397,13694.373,101530.8,0.36414224,0.026610967,2.09847420625
7,0.047645636,12883.04,101137.1,0.34915897,0.03179086,2.10248494498
8,0.048593372,11762.567,98029.984,0.35836315,0.039542682,2.11644413039
9,0.04481863,13074.128,97625.53,0.43384585,0.024512,2.10446344986
10,0.049922243,12114.523,97050.86,0.3292514,0.040945373,2.11921940007
11,0.045055877,11374.585,94854.73,0.427229,0.028502585,2.10721853928
12,0.048347104,12851.096,93606.37,0.35382313,0.030692799,2.10861651034
13,0.04723186,11665.649,93619.46,0.42281595,0.027199678,2.1095291665
14,0.044792306,11944.246,93369.77,0.42052913,0.027297216,2.10239981375
15,0.04428226,11089.031,83803.87,0.39571056,0.028516855,2.10478569061
16,0.048187315,10405.203,81343.78,0.40188822,0.035053603,2.10846258399
17,0.050198168,9442.126,80126.6,0.4393959,0.033515748,2.10695849143
18,0.05978424,9970.752,77040.11,0.34227884,0.048542943,2.11331696632
19,0.056887053,9972.914,71373.93,0.33722043,0.046546202,2.11032590435
20,0.047959544,8686.394,68711.195,0.41950363,0.03438162,2.10791506337
21,0.05112318,8869.724,66643.42,0.3915755,0.03433442,2.11690225367
22,0.051470608,9336.052,64708.758,0.28313455,0.041715,2.11575940949
23,0.05320383,8427.087,58493.79,0.3208639,0.050912086,2.09647256752
24,0.056524146,8152.903,56044.164,0.36414793,0.04355579,2.11176267549
25,0.15878502,1188.1896,2508.9617,0.25969213,0.15622364,2.15379987159
