File,AvgMeanCurvature,ComputeArea,Volume,ShapeIndex,Curvedness,FractalDimension
01,0.08290222,7416.906,31625.352,0.41222686,0.03847257,2.09296441468
02,0.07239353,11709.74,49125.266,0.35535312,0.032315012,2.08406561025
03,0.08251623,8729.434,27579.834,0.32320267,0.05435385,2.10044837873
04,0.07534391,8209.375,27493.688,0.31949264,0.052352365,2.09012634012
05,0.10329699,9718.631,25649.062,0.3185492,0.054726556,2.08559236074
06,0.107126474,6827.7627,16985.113,0.29505217,0.06266364,2.0972400512
07,0.088075995,8133.778,24494.594,0.36062318,0.042654604,2.09641070693
08,0.09642609,13318.739,36561.9,0.32464883,0.035372425,2.09053682341
09,0.35153204,389.68713,352.00433,0.26682612,0.29088584,2.10735478277
10,0.08938559,10662.371,29961.975,0.32205096,0.04002485,2.10105301167
11,0.10186465,8536.504,25085.803,0.3440684,0.04268604,2.08013447414
12,0.11955421,9413.1455,15115.501,0.27263826,0.05068224,2.08058263656
13,0.09923705,11895.841,33372.176,0.3249147,0.0396918,2.08599334229
14,0.09641666,9835.447,23741.943,0.2826553,0.043075603,2.08822756568
15,0.1812219,2077.725,1982.288,0.25929675,0.1012881,2.10786487341
16,0.2447425,6105.528,8172.4233,0.40321794,0.08250105,2.16504387792
17,0.096369475,16777.0,45843.117,0.31045884,0.03248561,2.08898756741
18,0.13680442,11255.52,20908.072,0.28816614,0.048218124,2.09382271324
19,0.080610484,8114.0,37186.387,0.39395377,0.039713215,2.09296998611
20,0.0758821,8879.184,34489.6,0.34554988,0.048337713,2.0802213834
21,0.08733285,7567.061,27686.605,0.38916418,0.038326215,2.08652301102
22,0.09218535,6749.453,22216.184,0.3681897,0.041098468,2.08318092764
23,0.08441014,8195.565,30367.688,0.36825365,0.03503233,2.08533733127
24,0.088549994,8316.118,29898.367,0.42319083,0.03587741,2.09677168628
25,0.09444196,5862.466,15525.392,0.32435146,0.0719338,2.11808152612
26,0.09054089,11319.137,33702.56,0.33612505,0.03397311,2.09148605688
27,0.20926476,4999.338,6428.0967,0.3322588,0.08388178,2.11919303743
28,0.112172715,12034.662,27774.148,0.31475538,0.0382833,2.08835884429
