Case,AvgMeanCurvature,ComputeArea,Volume,ShapeIndex,Curvedness,FractalDimension
1,0.040670145,14037.141,118461.32,0.43417177,0.022189805,2.10147461898
2,0.04174646,14281.07,117443.39,0.4522555,0.021237776,2.10688801887
3,0.047847956,16841.89,116743.8,0.34842253,0.02762914,2.09844029413
4,0.043618895,16310.774,114490.734,0.37509152,0.023068152,2.10155916949
5,0.04485388,15580.32,114054.3,0.386423,0.022853985,2.09646479423
6,0.046194103,15810.14,111550.76,0.36081845,0.026334807,2.09795018249
7,0.04321554,13119.434,111366.79,0.41343528,0.027129995,2.10616054577
8,0.045735974,14022.744,111021.27,0.40509313,0.027826082,2.11350500041
9,0.049056746,14515.128,108754.7,0.31813535,0.03604206,2.09870213152
10,0.048287738,12510.069,107905.03,0.38537186,0.041391294,2.1069856904
11,0.04416148,15383.121,105756.94,0.3636224,0.026150508,2.10199545302
12,0.04370217,12354.49,104491.42,0.4603729,0.027632575,2.09500769704
13,0.044098776,12652.086,104402.94,0.41582075,0.028451081,2.10263041038
14,0.048457332,14488.807,98625.59,0.38733262,0.025111565,2.11768624178
15,0.04925504,10335.669,75856.51,0.37078193,0.035015464,2.10995287305
16,0.04935965,10087.79,75846.48,0.37500867,0.034569126,2.0985780934
17,0.050045837,9985.011,72960.56,0.34244674,0.039902125,2.1068559082
18,0.04847685,9797.7,72962.23,0.3722782,0.037999768,2.11089402247
19,0.060988486,9861.131,71597.195,0.31510434,0.050113734,2.09133907221
20,0.053735737,8793.2,61929.03,0.3547579,0.0415858,2.10513426303
21,0.053798623,8881.224,61727.066,0.35727298,0.035942405,2.10841927564
22,0.056524515,8680.258,57259.035,0.3870415,0.049889926,2.12586507044
23,0.053460006,8423.945,57312.758,0.33455536,0.039716236,2.11785320254
24,0.05318658,8002.5747,52899.527,0.33079264,0.042185552,2.11872210174
25,0.35673094,277.6313,273.96472,0.32526386,0.3138274,2.15044504788
26,0.32929835,234.04057,258.90002,0.31324267,0.35011476,2.1488607954
27,0.32678702,217.89998,246.51773,0.34879324,0.27838758,2.1347894928
