File,AvgMeanCurvature,ComputeArea,Volume,ShapeIndex,Curvedness,FractalDimension
01,0.06981047,7428.1304,34515.145,0.36541772,0.04019138,2.10407464023
02,0.07256078,4199.178,19594.95,0.38818073,0.0760522,2.10744598937
03,0.08738077,4711.9175,19466.205,0.40448576,0.045758896,2.08650152776
04,0.0673312,5706.0835,28959.383,0.40909675,0.04154162,2.09158612627
05,0.08547958,3713.6743,11866.375,0.34742558,0.07180622,2.09286027221
06,0.12419067,2343.128,6963.3433,0.45061967,0.08572017,2.08554822426
07,0.08988156,3795.1223,14429.92,0.34920037,0.07430507,2.14334072461
08,0.08015887,4972.7744,20044.629,0.35463843,0.05344939,2.11190769027
09,0.10208917,7041.3726,23409.871,0.42514366,0.039547734,2.10545902059
10,0.06952556,6365.576,33729.777,0.36737603,0.05861124,2.11427868548
11,0.16700892,1925.0598,3203.2424,0.39763877,0.12201707,2.234784096
13,0.18044338,753.4668,1342.6957,0.38170955,0.17639603,2.13092491218
14,0.055912737,6847.7114,25433.238,0.2838823,0.09046584,2.15941821485
15,0.08155525,6992.5625,28260.47,0.36377388,0.046269,2.07999058721
16,0.07446782,5992.851,25195.148,0.38892025,0.043016735,2.11056344085
18,0.15212569,9410.193,16064.272,0.272868,0.053986475,2.09113080162
19,0.096709855,5318.658,19142.455,0.4489275,0.043872423,2.09391626414
20,0.09786905,8748.725,31527.68,0.4210244,0.05478974,2.11677725524
21,0.3905327,368.69778,338.4817,0.34617975,0.30965754,2.09589403651
22,0.11632689,4373.2227,9699.435,0.31208503,0.11021241,2.08983111223
23,0.05881611,25576.268,141165.69,0.33336425,0.059192013,2.14038873649
24,0.10498146,2782.573,8854.422,0.35795975,0.107310064,2.17368368907
25,0.08489053,8305.657,35030.527,0.46528226,0.037635606,2.09643467554
26,0.07697432,6273.929,19142.396,0.3053723,0.07830667,2.16493699093
27,0.088168725,3750.7153,15183.629,0.4196614,0.055017453,2.08565280002
28,0.075696036,5501.989,25690.63,0.42532867,0.04446153,2.09224449666
30,0.08756592,4251.222,15732.041,0.41006243,0.050861757,2.09766493919
31,0.071512386,5469.1274,24871.129,0.41359025,0.050207373,2.09030332749
32,0.079767525,4950.6484,21001.65,0.35936427,0.04992879,2.09731206318
33,0.5015574,1186.3639,1147.124,0.34191528,0.15655711,2.08949283438
34,0.08522812,6014.8804,19031.979,0.27969626,0.09852796,2.14430959588
36,0.0711415,3623.353,9480.922,0.2621008,0.1203594,2.12544181617
38,0.07649717,4255.252,11325.852,0.2561906,0.12452362,2.11335666429
39,0.074976236,6787.2407,27828.531,0.39560962,0.038901705,2.10182547861
40,0.05776406,5797.672,17869.127,0.2757291,0.08640426,2.1094907438
41,0.08456212,5205.0747,13780.084,0.2968362,0.081638046,2.10033574853
42,0.07851337,4517.918,13907.251,0.28709722,0.09919604,2.13500944644
43,0.053181347,5939.107,23298.576,0.26605362,0.09854915,2.11517109179
44,0.07148887,6004.65,29364.701,0.39280614,0.048222765,2.09993025064
45,0.086037986,4868.159,14487.62,0.24695522,0.13338566,2.15021913316
46,0.06241204,6748.386,38178.312,0.46539435,0.034504246,2.08964015767
47,0.12698144,2323.9692,4866.3843,0.35404944,0.07368609,2.08116780179
48,0.077988274,3617.082,16362.338,0.6240353,0.035100393,2.09171140528
50,0.083676934,5862.057,15518.021,0.3127933,0.10818614,2.14145030048
51,0.12702711,2947.0586,7864.532,0.4745441,0.08736484,2.15957534866
52,0.08834653,5422.7197,22527.596,0.44752213,0.045905545,2.09196104912
53,0.07821556,4517.614,17819.715,0.35456833,0.06975336,2.10962080624
55,0.07652717,6015.476,26885.22,0.3881557,0.042944435,2.10830860938
56,0.06476857,4428.7656,14678.549,0.2890742,0.10486148,2.11298749068
57,0.0726775,6460.491,32370.387,0.34540948,0.053740915,2.10053854678
58,0.08195724,5621.114,16543.363,0.33853957,0.07870625,2.12782852729
59,0.107061654,9803.12,37398.74,0.39425868,0.043678146,2.08819953575
60,0.08724721,4236.9434,15322.95,0.41088375,0.08301333,2.09850587578
61,0.18354347,868.7304,1236.8203,0.27328235,0.22169043,2.14160560268
62,0.09456659,2300.9856,8304.091,0.5433387,0.044389978,2.09714386277
63,0.45641938,5720.286,17572.861,0.3208481,0.07184503,2.09715262912
64,0.0768232,9492.766,44860.1,0.37602565,0.07106656,2.12276444667
65,0.08932651,2180.3262,7996.346,0.55788046,0.04339491,2.0948956155
66,0.26272732,706.53925,915.23334,0.3000158,0.22721785,2.11500503552
